,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,ticker,profit_loss,address2,headSymbol,underlyingExchangeSymbol,underlyingSymbol,uuid,wsb_mentions
440,94085,Technology,11402.0,"Trimble Inc. provides technology solutions that enable professionals and field mobile workers to enhance or transform their work processes worldwide. It operates through four segments: Buildings and Infrastructure, Geospatial, Resources and Utilities, and Transportation. The Buildings and Infrastructure segment offers field and office software for route selection and design; systems to guide and control construction equipment; systems to monitor, track, and manage assets, equipment, and workers; software to share and communicate data; program management solutions for construction owners; 3D conceptual design and modeling software; building information modeling software; integrated site layout and measurement systems; cost estimating, scheduling, and project controls solutions; and applications for sub-contractors and trades. The Geospatial segment provides surveying and geospatial products, and geographic information systems. The Resources and Utilities segment offers precision agriculture products and services, such as guidance and positioning systems, automated and variable-rate application and technology systems, and information management solutions. This segment also provides manual and automated navigation guidance for tractors and other farm equipment; solutions to automate application of pesticide and seeding; water solutions; and agricultural software. The Transportation segment offers solutions for long haul trucking and freight shipper markets; mobility solutions, including route management, safety and compliance, end-to-end vehicle management, video intelligence, and supply chain communications; and fleet and transportation management systems, analytics, routing, mapping, reporting, and predictive modeling solution under Trimble brand name. The company was formerly known as Trimble Navigation Limited and changed its name to Trimble Inc. in October 2016. Trimble Inc. was founded in 1978 and is headquartered in Sunnyvale, California.",Sunnyvale,408 481 8000,CA,United States,[],http://www.trimble.com,1.0,935 Stewart Drive,,Scientific & Technical Instruments,0.21617001,0.13649,0.58577,744499968.0,0.119,0.15651,700800000.0,80.0,buy,1850100000.0,601374976.0,92.5,88.9,0.817,1.094,0.047030002,8.0,90.0,40.595,0.13085,100.0,264600000.0,1491299968.0,3241900032.0,1.054,USD,12.926,0.73,1.9,NMS,Trimble Inc.,Trimble Inc.,America/New_York,EDT,True,-14400000,EQUITY,TRMB,finmb_126411,us_market,,6.525,,30.185,,,2.79,,250964992.0,,,,14.642,2587019.0,0.010299999,,1609459200.0,0.94585997,442500000.0,1.75,,,6.071575,0.00487,1672531200.0,,1617321600.0,1.76,1619740800.0,249562178.0,1.527173,21153327104.0,2.0,,1363824000.0,2:1,,,,0.85,6.88201,1622160000.0,3.05,,31.8638,,0.013099999,3288978.0,,,,88.61,88.69,78.32497,,0.0,,89.1,,1073900.0,88.61,83.90882,,88.69,,1073900.0,,,,,,,88.09,USD,50.8,830906.0,,,,22310789120.0,,,1034196.0,88.09,88.6,1200.0,830906.0,90.25,,,46.78,88.6,False,,900.0,89.1,88.9,https://logo.clearbit.com/trimble.com,TRMB,1.4659999847412108,,,,,47c5766e-1dbb-3b0f-be79-c6b1040d7d30,0
441,21202,Financial Services,7697.0,"T. Rowe Price Group, Inc. is a publicly owned investment manager. The firm provides its services to individuals, institutional investors, retirement plans, financial intermediaries, and institutions. It launches and manages equity and fixed income mutual funds. The firm invests in the public equity and fixed income markets across the globe. It employs fundamental and quantitative analysis with a bottom-up approach. The firm utilizes in-house and external research to make its investments. It employs socially responsible investing with a focus on environmental, social, and governance issues. It makes investment in late-stage venture capital transactions and usually invests between $3 million and $5 million. The firm was previously known as T. Rowe Group, Inc. and T. Rowe Price Associates, Inc. T. Rowe Price Group, Inc. was founded in 1937 and is based in Baltimore, Maryland, with additional offices in Colorado Springs, Colorado; Owings Mills, Maryland; San Francisco, California; Tampa, Florida; Toronto, Ontario; Hellerup, Denmark; Amsterdam, The Netherlands; Luxembourg, Grand Duchy of Luxembourg; Zurich, Switzerland; Dubai, United Arab Emirates; London, United Kingdom; Sydney, New South Wales; Hong Kong; Tokyo, Japan; Singapore; Frankfurt, Germany, Madrid, Spain, Milan, Italy, Stockholm, Sweden, Melbourne, Australia, and Amsterdam, Netherlands.",Baltimore,410-345-2000,MD,United States,[],http://www.troweprice.com,1.0,100 East Pratt Street,,Asset Management,0.47546002,0.42292,0.57715,2125900032.0,0.249,0.44616002,3124199936.0,137.0,hold,3590300000.0,2309412608.0,190.5,214.85,1.248,2.407,0.18889,12.0,189.5,1.618,0.38007,215.0,2830099968.0,146000000.0,6570899968.0,12.475,USD,28.921,2.407,2.9,NMS,"T. Rowe Price Group, Inc.","T. Rowe Price Group, Inc.",America/New_York,EDT,True,-14400000,EQUITY,TROW,finmb_23217,us_market,,6.024,,12.67,,,12.85,,226856000.0,,,,35.286,4704533.0,0.0207,,1609372800.0,0.72723,2703200000.0,11.776,,,6.0888176,0.00972,1672444800.0,,1617148800.0,4.12,1615766400.0,224366969.0,1.183121,39584755712.0,2.0,,1151280000.0,2:1,,,,1.184,7.417555,1618444800.0,0.98,,16.719845,,0.0209,4821674.0,,,,215.59,215.26,184.56058,0.017533282,0.322,,216.03,,623614.0,215.59,205.71823,3.78,215.26,,623614.0,,,4.32,1615766400.0,,,213.02,USD,18.244736,514632.0,,,,48740012032.0,,,951730.0,213.02,215.64,800.0,514632.0,219.48,,2.62,121.58,215.55,False,0.0238,800.0,216.03,214.85,https://logo.clearbit.com/troweprice.com,TROW,-1.867002868652344,,,,,4b1466dc-169a-3dd0-8cf2-ee11f3a48b26,0
442,10017-2630,Financial Services,29988.0,"The Travelers Companies, Inc., through its subsidiaries, provides a range of commercial and personal property, and casualty insurance products and services to businesses, government units, associations, and individuals in the United states and internationally. The company operates through three segments: Business Insurance, Bond & Specialty Insurance, and Personal Insurance. The Business Insurance segment offers workers' compensation, commercial automobile and property, general liability, commercial multi-peril, employers' liability, public and product liability, professional indemnity, marine, aviation, onshore and offshore energy, construction, terrorism, personal accident, and kidnap and ransom insurance products. This segment operates through select accounts, which serve small businesses; commercial accounts that serve mid-sized businesses; national accounts, which serve large companies; and national property and other that serve large and mid-sized customers, commercial trucking industry, and agricultural businesses, as well as markets and distributes its products through brokers, wholesale agents, program managers, and specialized retail agents. The Bond & Specialty Insurance segment provides surety, fidelity, management and professional liability, and other property and casualty insurance products through independent agencies and brokers. The Personal Insurance segment offers property and casualty insurance covering personal risks, primarily automobile and homeowners insurance to individuals through independent agencies and brokers. The Travelers Companies, Inc. was founded in 1853 and is based in New York, New York.",New York,917-778-6000,NY,United States,[],http://www.travelers.com,1.0,485 Lexington Avenue,,Insurance—Property & Casualty,0.14099,0.08738,0.25566998,7080999936.0,0.051,0.11564,4566000128.0,153.0,hold,8085000000.0,11406999552.0,161.0,156.31,0.232,0.376,0.020669999,14.0,163.29,23.17,0.10585,185.0,5649999872.0,6550000128.0,32386000896.0,22.468,USD,128.046,0.192,2.6,NYQ,"The Travelers Companies, Inc.","The Travelers Companies, Inc.",America/New_York,EDT,True,-14400000,EQUITY,TRV,finmb_392856,us_market,,1.18,,8.366,,,12.28,,251464992.0,,,,112.402,5104459.0,0.020299999,,1609372800.0,0.85111,2811000064.0,11.062,,,1.3906336,0.00318,1672444800.0,,1617148800.0,4.37,1619740800.0,250602741.0,0.754347,38199713792.0,2.0,,894931200.0,2:1,,,,0.222,1.2136878,1622160000.0,1.87,,12.728827,,0.020399999,4895173.0,,,,156.49,156.64,152.26375,0.021726627,0.3074,,157.055,,746700.0,156.49,151.38559,3.4,156.64,,746700.0,,,3.52,1623196800.0,,,155.715,USD,14.130356,594431.0,,,,39306493952.0,,,1097603.0,155.715,156.49,1100.0,594431.0,162.71,,2.34,105.67,156.3,False,0.0238,800.0,157.055,156.31,https://logo.clearbit.com/travelers.com,TRV,0.6729988098144531,,,,,f9648b70-41f5-3bd8-a005-3a20a688b790,1
443,37027,Consumer Cyclical,42000.0,"Tractor Supply Company operates as a rural lifestyle retailer in the United States. The company offers a selection of merchandise, including equine, livestock, pet, and small animal products necessary for their health, care, growth, and containment; hardware, truck, towing, and tool products; seasonal products, such as heating products, lawn and garden items, power equipment, gifts, and toys; work/recreational clothing and footwear; and maintenance products for agricultural and rural use. It provides its products under the 4health, Producer's Pride, American Farmworks, Red Shed, Bit & Bridle, Redstone, Blue Mountain, Retriever, C.E. Schmidt, Ridgecut, Countyline, Royal Wing, Dumor, Strive, Groundwork, Traveller, Huskee, Treeline, JobSmart, TSC Tractor Supply Co, Paws & Claws, and Untamed brands. As of December 26, 2020, it operated 1,923 Tractor Supply and Del's retail stores in 49 states, as well as 182 Petsense stores in 25 states. The company operates its retail stores under the Tractor Supply Company, Del's Feed & Farm Supply, and Petsense names. It also operates websites under the TractorSupply.com and Petsense.com names. The company sells its products to recreational farmers, ranchers, and others, as well as tradesmen and small businesses. The company was founded in 1938 and is based in Brentwood, Tennessee.",Brentwood,615 440 4000,TN,United States,[],http://www.tractorsupply.com,1.0,5401 Virginia Way,,Specialty Retail,0.13373,0.07391,0.35658002,1487699968.0,0.425,0.114020005,1531719040.0,166.0,buy,3761549000.0,979024000.0,199.5,193.92,1.183,1.711,0.12217,24.0,197.5,201.121,0.52809,216.0,1149929984.0,3725372928.0,11453500416.0,9.977,USD,98.547,0.582,2.3,NMS,Tractor Supply Company,Tractor Supply Company,America/New_York,EDT,True,-14400000,EQUITY,TSCO,finmb_329501,us_market,,2.041,,15.258,,,7.75,,115256000.0,,,,16.025,6277345.0,0.0545,,1608940800.0,0.92512,846534976.0,7.22,,,12.101092,0.0066000004,1672012800.0,,1616803200.0,6.58,1619740800.0,114665863.0,1.035869,23371077632.0,2.0,,1380240000.0,2:1,,,,1.165,1.9514072,1622160000.0,2.83,,25.021935,,0.0614,5684608.0,,,,193.53,194.48,176.95195,0.008629153,0.2313,,194.885,,654028.0,193.53,186.06088,1.67,194.48,,654028.0,,,2.08,1621555200.0,,,193.01,USD,26.858727,404911.0,,,,22350442496.0,,,954409.0,193.01,199.48,900.0,404911.0,200.75,,1.33,127.78,193.44,False,0.0115,900.0,194.885,193.92,https://logo.clearbit.com/tractorsupply.com,TSCO,4.636001586914063,,,,,5a3b225a-5bf8-3f65-b781-3a36388095e9,0
444,94304,Consumer Cyclical,70757.0,"Tesla, Inc. designs, develops, manufactures, leases, and sells electric vehicles, and energy generation and storage systems in the United States, China, and internationally. The company operates in two segments, Automotive, and Energy Generation and Storage. The Automotive segment offers electric vehicles, as well as sells automotive regulatory credits. It provides sedans and sport utility vehicles through direct and used vehicle sales, a network of Tesla Superchargers, and in-app upgrades; and purchase financing and leasing services. This segment is also involved in the provision of non-warranty after-sales vehicle services, sale of used vehicles, retail merchandise, and vehicle insurance, as well as sale of products through its subsidiaries to third party customers; services for electric vehicles through its company-owned service locations, and Tesla mobile service technicians; and vehicle limited warranties and extended service plans. The Energy Generation and Storage segment engages in the design, manufacture, installation, sale, and leasing of solar energy generation and energy storage products, and related services to residential, commercial, and industrial customers and utilities through its website, stores, and galleries, as well as through a network of channel partners. This segment also offers service and repairs to its energy product customers, including under warranty; and various financing options to its solar customers. The company was formerly known as Tesla Motors, Inc. and changed its name to Tesla, Inc. in February 2017. Tesla, Inc. was founded in 2003 and is headquartered in Palo Alto, California.",Palo Alto,650-681-5000,CA,United States,[],http://www.tesla.com,1.0,3500 Deer Creek Road,,Auto Manufacturers,0.12663001,0.0318,0.21177,8024000000.0,0.736,0.06013,4551000064.0,67.0,hold,6630000000.0,3538249984.0,700.0,717.17,21.304,1.661,0.02994,33.0,655.12,51.138,0.0716,1471.0,17141000192.0,12510999552.0,35939999744.0,17.793,USD,38.052,1.281,2.8,NMS,"Tesla, Inc.","Tesla, Inc.",America/New_York,EDT,True,-14400000,EQUITY,TSLA,finmb_27444752,us_market,,17.51,,138.28,,,6.22,,963329984.0,,,,23.901,40046181.0,0.0416,,1609372800.0,0.42664,1112000000.0,0.998,,,30.005857,0.19629999,1672444800.0,,1617148800.0,1.28,1619740800.0,775057145.0,1.995108,629311864832.0,2.0,,1598832000.0,5:1,,,,26.375,19.222908,1622160000.0,3.69,,115.300644,,0.051599998,41382433.0,,,,722.25,723.71,682.3221,,0.0,,729.9,,14446900.0,722.25,675.31647,,723.71,,14446900.0,,,,,,,714.54,USD,718.6072,16731467.0,,,,690871336960.0,,,23238303.0,714.54,720.5,1100.0,16731467.0,900.4,,,329.88,720.21,False,,900.0,729.9,717.17,https://logo.clearbit.com/tesla.com,TSLA,-32.11141128540039,,,,,ec367bc4-f92c-397c-ac81-bf7b43cffaf7,1475
445,72762-6999,Consumer Defensive,139000.0,"Tyson Foods, Inc., together with its subsidiaries, operates as a food company worldwide. It operates through four segments: Beef, Pork, Chicken, and Prepared Foods. The company processes live fed cattle and live market hogs; fabricates dressed beef and pork carcasses into primal and sub-primal meat cuts, as well as case ready beef and pork, and fully-cooked meats; raises and processes chickens into fresh, frozen, and value-added chicken products; and supplies poultry breeding stock; sells specialty products , such as hides and meats. It also manufactures and markets frozen and refrigerated food products, including ready-to-eat sandwiches, flame-grilled hamburgers, Philly steaks, pepperoni, bacon, breakfast sausage, turkey, lunchmeat, hot dogs, flour and corn tortilla products, appetizers, snacks, prepared meals, ethnic foods, side dishes, meat dishes, breadsticks, and processed meats under the Jimmy Dean, Hillshire Farm, Ball Park, Wright, State Fair, Aidells, and Gallo Salame brands. The company also offers its products under Tyson and ibp brands. It sells its products through its sales staff to grocery retailers, grocery wholesalers, meat distributors, warehouse club stores, military commissaries, industrial food processing companies, chain restaurants or their distributors, live markets, international export companies, and domestic distributors who serve restaurants and foodservice operations, such as plant and school cafeterias, convenience stores, hospitals, and other vendors, as well as through independent brokers and trading companies. The company was founded in 1935 and is headquartered in Springdale, Arkansas.",Springdale,479 290 4000,AR,United States,[],http://www.tysonfoods.com,1.0,2200 West Don Tyson Parkway,,Farm Products,0.11886,0.049089998,0.14060001,3963000064.0,0.038,0.09118,5139999744.0,75.0,buy,5901000000.0,2799124992.0,84.0,81.91,0.262,1.738,0.0721,11.0,83.5,64.493,0.13904999,90.0,877000000.0,10364000256.0,43242000384.0,2.404,USD,119.124,0.648,2.1,NYQ,"Tyson Foods, Inc.","Tyson Foods, Inc.",America/New_York,EDT,True,-14400000,EQUITY,TSN,finmb_190636,us_market,,0.845,,7.112,,,6.47,,294772992.0,,,,43.673,2322702.0,0.0064,,1601683200.0,0.83357,2123000064.0,5.811,,,1.8755295,0.025980001,1664755200.0,,1617408000.0,1.16,1619740800.0,286701382.0,0.836413,36557946880.0,2.0,,856224000.0,3:2,,,,0.266,0.6909805,1622160000.0,3.33,,12.65997,,0.009,2445313.0,,,,80.04,80.62,74.18122,0.021301849,0.2869,,82.445,,2473500.0,80.04,72.93647,1.705,80.62,,2473500.0,,,1.78,1630368000.0,,,80.41,USD,14.095681,2691056.0,,,,29879377920.0,,,1734115.0,80.41,79.9,1100.0,2691056.0,82.445,,1.78,55.82,78.92,False,0.0241,900.0,82.445,81.91,https://logo.clearbit.com/tysonfoods.com,TSN,-0.2709999084472656,,,,,55f18f64-6d57-32d0-87c7-3e243bc8c3f3,2
446,,Industrials,35000.0,"Trane Technologies plc, together with its subsidiaries, designs, manufactures, sells, and services climate control products for heating, ventilation, air conditioning, and transport solutions. It offers air conditioners, exchangers, and handlers; airside and terminal devices; auxiliary power units; chillers; coils and condensers; gensets; furnaces; heat pumps; home automation products; humidifiers; hybrid and non-diesel transport refrigeration, and ice energy storage solutions; indoor air quality assessments and related products; large and light commercial unitary products; motor replacements; refrigerant reclamation products; thermostats/controls; transport heater products; variable refrigerant flow products; and water source heat pumps. The company also provides building management, control, ductless, geothermal, package heating and cooling, temporary heating and cooling, and unitary systems; bus, rail, and multi-pipe heating, ventilation, and air conditioning systems; and container, cryogenic, diesel-powered, electric-powered trailer and truck, hybrid-powered trailer, industrial, rail, self-powered truck, trailer, and vehicle-powered truck refrigeration systems, as well as aftermarket and OEM parts and supplies. In addition, it offers energy and facility management, installation and performance contracting, repair and maintenance, and rental services. Trane Technologies plc markets and sells its products under the Trane, Thermo King, and American Standard brands through sales offices, distributors, and dealers in the United States; and through sales and service companies with a supporting chain of distributors worldwide. The company was formerly known as Ingersoll-Rand Plc and changed its name to Trane Technologies plc in March 2020. Trane Technologies plc was founded in 1885 and is headquartered in Swords, Ireland.",Swords,353 1 870 7400,,Ireland,[],http://www.tranetechnologies.com,1.0,170/175 Lakeview Drive,,Specialty Industrial Machinery,0.16381,0.09948,0.31908,2308000000.0,0.22,0.14565,2215099904.0,180.0,buy,3827500000.0,2041487488.0,190.5,191.18,0.931,1.579,0.06916,16.0,192.94,76.71,0.21982001,210.0,2912399872.0,4965199872.0,13521899520.0,12.257,USD,56.341,1.206,2.5,NYQ,Trane Technologies plc,Trane Technologies plc,America/New_York,EDT,True,-14400000,EQUITY,TT,finmb_280944,us_market,,3.615,,22.065,,,,,239148000.0,,,,,1812480.0,0.0076,,1609372800.0,0.83857,1351000064.0,,,,,0.00428,1672444800.0,,1625011200.0,1.41,1623715200.0,236484814.0,1.227541,48877113344.0,2.0,,1583107200.0,1289:1000,,,,0.946,3.381205,1626307200.0,2.09,,,,0.0076,1468534.0,,,,191.81,192.0,174.42792,,0.4036,,192.4,,1279671.0,191.81,193.42117,,192.0,,1279671.0,,,2.36,1630540800.0,,,190.0825,USD,,741920.0,,,,45720313856.0,,,1123114.0,190.0825,192.02,900.0,741920.0,207.06,,1.77,115.28,191.84,False,0.012,800.0,192.4,191.18,https://logo.clearbit.com/tranetechnologies.com,TT,-2.5776947021484373,Airside Business Park,,,,df1f3edb-9115-3cb0-a1e0-4209b7a9937b,9577
447,10036,Communication Services,6495.0,"Take-Two Interactive Software, Inc. develops, publishes, and markets interactive entertainment solutions for consumers worldwide. The company offers its products under the Rockstar Games, 2K, Private Division, Social Point, and Playdots labels. It develops and publishes action/adventure products under the Grand Theft Auto, Max Payne, Midnight Club, and Red Dead Redemption names; and offers episodes and content. The company also develops brands in other genres, including the LA Noire, Bully, and Manhunt franchises. In addition, the company publishes various entertainment properties across various platforms and a range of genres, such as shooter, action, role-playing, strategy, sports, and family/casual entertainment under the BioShock, Mafia, Sid Meier's Civilization, XCOM series, and Borderlands. Further, it publishes sports simulation titles comprising NBA 2K series, a basketball video game; the WWE 2K professional wrestling series; and PGA TOUR 2K. It also offers Kerbal Space Program, and The Outer Worlds and Ancestors: the Humankind Odyssey under Private Division. Additionally, the company offers free-to-play mobile games, such as Dragon City and Monster Legends, as well as Two Dots mobile game. Its products are designed for console gaming systems, including PlayStation 4; Xbox One; the Nintendo Switch; and personal computers comprising smartphones and tablets. The company provides its products through physical retail, digital download, online platforms, and cloud streaming services. Take-Two Interactive Software, Inc. was incorporated in 1993 and is based in New York, New York.",New York,646 536 2842,NY,United States,[],http://www.take2games.com,1.0,110 West 44th Street,,Electronic Gaming & Multimedia,0.22512,0.17459999,0.55644,912318016.0,0.104,0.19886999,759288000.0,185.0,buy,1876760000.0,843133888.0,220.0,160.35,0.762,1.889,0.07638,25.0,222.54,5.74,0.2006,262.0,2731576064.0,191266000.0,3372772096.0,24.907,USD,29.43,1.517,2.0,NMS,"Take-Two Interactive Software, ","Take-Two Interactive Software, Inc.",America/New_York,EDT,False,-14400000,EQUITY,TTWO,finmb_371281,us_market,,4.912,,21.82,,,7.05,,116171000.0,,,,30.518,2327661.0,0.0201,,1617148800.0,0.92004997,588886016.0,5.09,,,5.2542763,0.01716,1680220800.0,,1617148800.0,1.67,1619740800.0,103508827.0,0.563043,16567510016.0,2.0,,1113264000.0,3:2,,,,0.783,5.5230594,1622160000.0,2.73,,22.74468,,0.0228,2996285.0,,,,160.37,161.06,178.1131,,0.0,,162.65,,1643342.0,160.37,169.57,,161.06,,1643342.0,,,,,,,159.96,USD,31.502947,926101.0,,,,18628020224.0,,,1459536.0,159.96,160.94,800.0,926101.0,214.91,,,151.0,160.0,False,,800.0,162.65,160.35,https://logo.clearbit.com/take2games.com,TTWO,-3.003002166748047,,,,,c684de9e-6837-3ad1-bee4-863a7e546dff,1
448,94103,Communication Services,6100.0,"Twitter, Inc. operates as a platform for public self-expression and conversation in real time United States, Japan, and internationally. The company offers Twitter, a platform that allows users to consume, create, distribute, and discover content. It also provides promoted products and services, such as promoted tweets, promoted accounts, and promoted trends, which enable its advertisers to promote their brands, products, and services. In addition, the company offers MoPub, a mobile-focused advertising exchange that combines ad serving, ad network mediation, and a real-time bidding exchange into one monetization platform; Twitter Audience platform, an advertising offering that enables advertisers to extend advertising campaigns; Developer and Enterprise solutions, a software-as-a-service platform that enables developers to build products on Twitter; and paid enterprise access for its public data streams. Twitter, Inc. was founded in 2006 and is headquartered in San Francisco, California.",San Francisco,415-222-9670,CA,United States,[],http://www.twitter.com,1.0,1355 Market Street,,Internet Content & Information,0.16028,-0.26852,0.62903,1136286976.0,0.283,0.059899997,632262976.0,29.0,hold,2349961000.0,296403264.0,64.0,64.82,,4.843,0.01035,35.0,62.17,81.145,-0.12814,83.0,8806287360.0,6277878784.0,3944730112.0,11.061,USD,4.983,4.741,2.7,NYQ,"Twitter, Inc.","Twitter, Inc.",America/New_York,EDT,True,-14400000,EQUITY,TWTR,finmb_35962803,us_market,,12.778,,79.725,,,1.08,,798126976.0,,,,9.718,20159838.0,0.0253,,1609372800.0,0.81304,-1059225024.0,-1.338,,,6.6700964,0.024939999,1672444800.0,,1617148800.0,0.87,1619740800.0,776009159.0,0.74076,50407182336.0,2.0,,,,,,,,13.1148615,1622160000.0,2.1,,60.018517,,0.029000001,25161641.0,,,,64.95,64.99,64.096405,,0.0,,65.77,,8741371.0,64.95,68.482056,,64.99,,8741371.0,,,,,,,64.615,USD,,6009573.0,,,,51734589440.0,,,13869071.0,64.615,64.95,800.0,6009573.0,80.75,,,37.27,64.82,False,,1000.0,65.77,64.82,https://logo.clearbit.com/twitter.com,TWTR,-5.4490009307861325,Suite 900,,,,24740290-3933-3a8f-95f5-bf7f073867ca,15
449,75243,Technology,30000.0,"Texas Instruments Incorporated designs, manufactures, and sells semiconductors to electronics designers and manufacturers worldwide. It operates in two segments, Analog and Embedded Processing. The Analog segment offers power products to manage power requirements in various levels using battery management solutions, DC/DC switching regulators, AC/DC and isolated controllers and converters, power switches, linear regulators, voltage supervisors, voltage references, and lighting products. This segment also provides signal chain products that sense, condition, and measure signals to allow information to be transferred or converted for further processing and control for use in end markets, including amplifiers, data converters, interface products, motor drives, clocks, and sensing products.; and high volume products comprising integrated analog and standard products, which are primarily for sale into personal electronics, industrial, and automotive markets. The Embedded Processing segment offers connected microcontrollers, such as microcontrollers, microcontrollers with integrated wireless capabilities, and stand-alone wireless connectivity solutions that are used in electronic equipment; digital signal processors for mathematical computations; and applications processors for specific computing activity. This segment offers products for use in various markets, such as industrial, automotive, Personal electronics, communications equipment, enterprise systems, and calculators and other. The company also provides DLP products primarily for use in projectors to create high-definition images; calculators; and application-specific integrated circuits. Texas Instruments Incorporated markets and sells its semiconductor products through direct sales and distributors, as well as through its website. The company was founded in 1930 and is headquartered in Dallas, Texas.",Dallas,214 479 3773,TX,United States,[],http://www.ti.com,1.0,12500 TI Boulevard,,Semiconductors,0.49517,0.4012,0.65462995,7538999808.0,0.414,0.45215,8300000256.0,155.0,buy,9269000000.0,4601999872.0,200.0,188.7,0.385,5.078,0.24899,29.0,200.84,56.048,0.71554,235.0,7390000128.0,6250999808.0,16762000384.0,8.005,USD,18.2,4.08,2.4,NMS,Texas Instruments Incorporated,Texas Instruments Incorporated,America/New_York,EDT,True,-14400000,EQUITY,TXN,finmb_140283,us_market,,10.129,,20.455,,,7.84,,923523968.0,,,,11.011,14439318.0,0.0156,,1609372800.0,0.85871005,6696000000.0,6.603,,,17.13741,0.00243,1672444800.0,,1625011200.0,4.3,1623715200.0,921631282.0,1.028835,169774858240.0,2.0,,959040000.0,2:1,,,,0.399,10.396669,1626307200.0,2.57,,24.068876,,0.015700001,12947937.0,,,,187.87,187.54,183.7336,0.020439666,0.5523,,188.78,,3022757.0,187.87,189.76265,3.84,187.54,,3022757.0,,,4.08,1626998400.0,,,187.0,USD,28.577917,1923680.0,,,,174268973056.0,,,3846560.0,187.0,187.85,800.0,1923680.0,197.58,,2.41,134.12,187.5,False,0.022,1200.0,188.78,188.7,https://logo.clearbit.com/ti.com,TXN,-6.464993286132812,,,,,a06516ec-4e7b-3444-b29a-1e4ac0c3f046,0
